"TractFIPS","CountyName","POP","DIABETES","OBESITY"
37147000502,"Pitt",6706,389,1985
37147000601,"Pitt",6686,723,2461
37147000602,"Pitt",5219,470,1921
37147000603,"Pitt",9570,795,3331
37147000701,"Pitt",3903,676,1698
37147000702,"Pitt",2968,579,1446
37147000800,"Pitt",3575,515,1556
37147000900,"Pitt",8052,910,2988
37147001001,"Pitt",2240,151,668
37147001002,"Pitt",6072,480,1913
37147001003,"Pitt",5272,412,1577
37147001100,"Pitt",5134,534,1772
37147001200,"Pitt",5939,523,1925
37147001301,"Pitt",3883,299,1228
37147001302,"Pitt",5177,430,1652
37147001303,"Pitt",7689,500,2284
37147001401,"Pitt",4801,706,1839
37147001402,"Pitt",2591,311,931
37147001500,"Pitt",3315,451,1247
37147001600,"Pitt",7843,714,2683
37147001700,"Pitt",3753,383,1280
37147001800,"Pitt",6120,870,2369
37147001900,"Pitt",2889,419,1104
37147002001,"Pitt",6287,874,2704
37147002002,"Pitt",5246,682,1931
37149920101,"Polk",3373,358,1134
37149920103,"Polk",3197,365,1056
37149920104,"Polk",2983,379,883
37149920200,"Polk",5061,593,1822
37149920301,"Polk",1075,159,379
37149920303,"Polk",1947,240,627
37149920304,"Polk",2874,345,857
37151030100,"Randolph",4597,580,1747
37151030201,"Randolph",3078,345,1032
37151030202,"Randolph",5078,605,1737
37151030301,"Randolph",6501,735,2438
37151030302,"Randolph",3041,527,1256
37151030400,"Randolph",4193,546,1619
37151030502,"Randolph",4019,459,1339
37151030503,"Randolph",5855,574,2003
37151030504,"Randolph",5893,590,2039
37151030600,"Randolph",6387,748,2274
37151030700,"Randolph",6011,620,2068
37151030801,"Randolph",7148,751,2538
37151030802,"Randolph",6290,667,2177
37151030900,"Randolph",3686,476,1353
37151031000,"Randolph",7151,937,2646
37151031100,"Randolph",5823,763,2213
37151031200,"Randolph",5336,753,2050
37151031303,"Randolph",4226,453,1446
37151031304,"Randolph",4701,555,1688
37151031305,"Randolph",4090,487,1514
37151031306,"Randolph",6845,644,2307
37151031400,"Randolph",8452,837,2942
37151031501,"Randolph",6079,627,2098
37151031503,"Randolph",3011,332,1021
37151031504,"Randolph",5234,519,1712
37151031505,"Randolph",3618,380,1187
37151031601,"Randolph",3905,508,1461
37151031602,"Randolph",1504,205,560
37153970100,"Richmond",3676,445,1339
37153970200,"Richmond",4930,666,1746
37153970300,"Richmond",4878,669,1752
37153970400,"Richmond",4230,517,1430
37153970500,"Richmond",2503,391,969
37153970600,"Richmond",4152,723,1728
37153970700,"Richmond",3130,442,1174
37153970800,"Richmond",5340,732,1982
37153970900,"Richmond",5236,629,1749
37153971000,"Richmond",4174,677,1695
37153971100,"Richmond",4390,725,1748
37155960101,"Robeson",4125,566,1848
37155960102,"Robeson",5195,717,2146
37155960201,"Robeson",6039,816,2573
37155960202,"Robeson",4664,784,2202
37155960300,"Robeson",6797,1156,3134
37155960401,"Robeson",7157,1045,3042
37155960402,"Robeson",3568,568,1545
37155960501,"Robeson",3413,574,1492
37155960502,"Robeson",6057,630,2248
37155960503,"Robeson",1764,295,755
37155960600,"Robeson",6431,1029,2939
37155960701,"Robeson",5471,799,2282
37155960702,"Robeson",3080,469,1362
37155960801,"Robeson",4529,847,2342
37155960802,"Robeson",1971,403,992
37155960900,"Robeson",2001,241,709
37155961000,"Robeson",2147,318,924
37155961100,"Robeson",2050,339,966
37155961200,"Robeson",2902,418,1176
37155961301,"Robeson",4473,560,1606
37155961302,"Robeson",5217,700,2207
37155961400,"Robeson",3833,491,1584
37155961500,"Robeson",5841,701,2337
37155961601,"Robeson",3856,517,1662
37155961602,"Robeson",3811,553,1597
37155961700,"Robeson",5568,1081,2584
37155961801,"Robeson",5086,952,2386
37155961802,"Robeson",5198,863,2324
37155961900,"Robeson",4995,999,2368
37155962001,"Robeson",3709,702,1773
37155962002,"Robeson",3220,574,1491
37157040101,"Rockingham",4097,521,1475
37157040102,"Rockingham",2823,314,983
37157040200,"Rockingham",3949,530,1485
37157040300,"Rockingham",3712,476,1229
37157040400,"Rockingham",6361,923,2513
37157040501,"Rockingham",3659,582,1457
37157040502,"Rockingham",2876,380,1036
37157040601,"Rockingham",3872,469,1375
37157040602,"Rockingham",4784,555,1670
37157040700,"Rockingham",4524,561,1584
37157040800,"Rockingham",1666,244,635
37157040900,"Rockingham",2587,360,950
37157041001,"Rockingham",6103,623,2094
37157041002,"Rockingham",5894,684,2052
37157041100,"Rockingham",6657,786,2304
37157041200,"Rockingham",5282,893,2277
37157041300,"Rockingham",6737,1051,2749
37157041400,"Rockingham",2991,467,1218
37157041500,"Rockingham",6942,917,2416
37157041601,"Rockingham",3513,380,1188
37157041602,"Rockingham",4614,490,1569
37159050201,"Rowan",3858,602,1540
37159050202,"Rowan",4291,606,1627
37159050300,"Rowan",3748,454,1428
37159050400,"Rowan",3154,398,1388
37159050500,"Rowan",3719,384,1150
37159050700,"Rowan",3196,474,1298
37159050800,"Rowan",2834,496,1250
37159050901,"Rowan",4139,514,1499
37159050903,"Rowan",6153,622,2093
37159050904,"Rowan",2582,321,958
37159051001,"Rowan",7435,737,2536
37159051002,"Rowan",5877,618,2046
37159051101,"Rowan",6859,721,2401
37159051102,"Rowan",3774,442,1363
37159051201,"Rowan",6822,642,2450
37159051202,"Rowan",3297,436,1273
37159051204,"Rowan",3973,418,1387
37159051301,"Rowan",2046,230,717
37159051302,"Rowan",4540,563,1599
37159051303,"Rowan",5548,738,2053
37159051400,"Rowan",6967,781,2474
37159051501,"Rowan",3876,458,1446
37159051502,"Rowan",3220,422,1192
37159051600,"Rowan",6499,728,2288
37159051700,"Rowan",7818,860,2799
37159051801,"Rowan",4148,457,1494
37159051802,"Rowan",4574,449,1556
37159051901,"Rowan",4637,506,1637
37159051902,"Rowan",6395,723,2315
37159052000,"Rowan",2449,312,980
37161960100,"Rutherford",6265,809,2099
37161960200,"Rutherford",6973,823,2232
37161960300,"Rutherford",2625,339,785
37161960400,"Rutherford",3448,380,1083
37161960500,"Rutherford",8018,971,2542
37161960600,"Rutherford",4175,560,1491
37161960700,"Rutherford",4887,582,1613
37161960800,"Rutherford",4475,725,1728
37161960900,"Rutherford",5330,741,1877
37161961000,"Rutherford",7425,891,2510
37161961101,"Rutherford",6110,703,2011
37161961102,"Rutherford",3349,392,1119
37161961200,"Rutherford",4730,563,1538
37163970100,"Sampson",7110,1010,2688
37163970200,"Sampson",6635,823,2283
37163970301,"Sampson",6549,701,2234
37163970302,"Sampson",5132,550,1689
37163970400,"Sampson",5315,633,1760
37163970500,"Sampson",5933,825,2196
37163970600,"Sampson",5094,800,1972
37163970700,"Sampson",6104,843,2192
37163970800,"Sampson",6969,1129,2684
37163970900,"Sampson",3161,611,1357
37163971000,"Sampson",5429,793,2042
37165010101,"Scotland",3605,419,1118
37165010102,"Scotland",5186,830,1966
37165010200,"Scotland",4250,842,1938
37165010300,"Scotland",4443,778,1858
37165010400,"Scotland",3906,555,1536
37165010500,"Scotland",7281,1078,2789
37165010600,"Scotland",7486,1071,2853
37167930101,"Stanly",4482,386,1574
37167930102,"Stanly",3804,461,1572
37167930200,"Stanly",4446,516,1810
37167930300,"Stanly",3932,457,1471
37167930500,"Stanly",3588,488,1493
37167930700,"Stanly",4590,478,1781
37167930801,"Stanly",4525,471,1734
37167930802,"Stanly",4541,409,1663
37167930900,"Stanly",5789,585,2200
37167931000,"Stanly",5806,599,2149
37167931100,"Stanly",5754,720,2342
37167931201,"Stanly",6111,838,2689
37167931202,"Stanly",3217,364,1262
37169070100,"Stokes",6720,713,2460
37169070200,"Stokes",3660,399,1318
37169070300,"Stokes",4732,573,1784
37169070400,"Stokes",5337,609,2029
37169070501,"Stokes",6884,813,2479
37169070503,"Stokes",5850,539,1978
37169070504,"Stokes",3394,340,1246
37169070600,"Stokes",5143,535,1842
37169070700,"Stokes",5681,796,2244
37171930101,"Surry",2093,243,691
37171930102,"Surry",4783,551,1584
37171930201,"Surry",3543,443,1209
37171930202,"Surry",3332,467,1143
37171930301,"Surry",2042,256,621
37171930302,"Surry",3630,454,1158
37171930400,"Surry",2576,418,933
37171930501,"Surry",2891,295,862
37171930502,"Surry",3338,508,1162
37171930600,"Surry",3496,389,1091
37171930700,"Surry",4355,488,1403
37171930801,"Surry",5201,625,1748
37171930802,"Surry",3176,401,1052
37171930901,"Surry",4467,590,1430
37171930902,"Surry",1605,169,466
37171931001,"Surry",2540,272,839
37171931002,"Surry",5216,574,1690
37171931003,"Surry",3234,421,1162
37171931101,"Surry",2870,345,962
37171931102,"Surry",3728,399,1193
37171931103,"Surry",1846,220,608
37171931200,"Surry",3711,405,1136
37173940100,"Swain",4831,711,1865
37173960200,"Swain",3043,381,1038
37173960301,"Swain",3296,426,1121
37173960302,"Swain",2811,397,1032
37175960100,"Transylvania",4324,498,1324
37175960200,"Transylvania",4635,631,1437
37175960300,"Transylvania",7519,828,1955
37175960401,"Transylvania",4127,446,1094
37175960402,"Transylvania",4269,555,1145
37175960500,"Transylvania",5710,680,1736
37175960600,"Transylvania",2506,296,737
37177960100,"Tyrrell",4407,648,1754
37179020100,"Union",6266,558,2006
37179020202,"Union",6510,599,2110
37179020203,"Union",3795,312,1143
37179020204,"Union",3849,362,1236
37179020305,"Union",4656,322,1411
37179020306,"Union",6683,582,2373
37179020307,"Union",6693,523,2176
37179020308,"Union",5100,373,1612
37179020309,"Union",2347,184,702
37179020310,"Union",5248,357,1538
37179020311,"Union",6048,496,1851
37179020312,"Union",4279,390,1477
37179020313,"Union",2222,205,712
37179020314,"Union",4703,367,1449
37179020315,"Union",4880,357,1445
37179020316,"Union",4357,340,1373
37179020317,"Union",5353,365,1660
37179020401,"Union",5960,579,1926
37179020403,"Union",4435,413,1513
37179020404,"Union",6658,826,2657
37179020501,"Union",4883,572,1856
37179020502,"Union",3912,415,1370
37179020601,"Union",5151,644,2020
37179020602,"Union",4688,718,1805
37179020701,"Union",5383,490,1874
37179020702,"Union",4026,476,1470
37179020800,"Union",5232,644,1894
37179020901,"Union",5124,533,1732
37179020902,"Union",5929,587,1975
37179021004,"Union",4369,298,1316
37179021005,"Union",4630,459,1538
37179021006,"Union",5206,313,1474
37179021007,"Union",5967,370,1665
37179021008,"Union",6833,410,1907
37179021009,"Union",2460,151,721
37179021010,"Union",6470,486,1832
37179021011,"Union",6058,382,1739
37179021012,"Union",3581,233,1046
37179021013,"Union",4087,274,1243
37179021014,"Union",2703,255,898
37179021015,"Union",4558,447,1413
37181960100,"Vance",4227,651,1670
37181960200,"Vance",4170,651,1681
37181960300,"Vance",5151,691,1922
37181960400,"Vance",3960,535,1327
37181960500,"Vance",5107,961,2166
37181960600,"Vance",1566,245,668
37181960700,"Vance",4136,865,1994
37181960800,"Vance",2306,422,1041
37181960900,"Vance",8484,1095,3360
37181961000,"Vance",6315,777,2381
37183050100,"Wake",2823,212,842
37183050300,"Wake",2488,190,677
37183050400,"Wake",1737,117,469
37183050500,"Wake",3533,290,1078
37183050600,"Wake",3817,394,1378
37183050700,"Wake",3139,534,1316
37183050800,"Wake",4340,591,1888
37183050900,"Wake",3555,420,1398
37183051000,"Wake",1798,99,499
37183051101,"Wake",4696,193,1245
37183051102,"Wake",4255,205,1281
37183051200,"Wake",3476,181,849
37183051400,"Wake",5364,290,1277
37183051501,"Wake",3212,235,746
37183051502,"Wake",2454,155,545
37183051600,"Wake",4523,313,1091
37183051700,"Wake",3215,219,772
37183051800,"Wake",4302,241,1059
37183051900,"Wake",4847,626,1789
37183052001,"Wake",4261,606,1777
37183052002,"Wake",4907,962,2125
37183052101,"Wake",7468,1128,2958
37183052102,"Wake",5555,706,2239
37183052301,"Wake",6024,217,1482
37183052302,"Wake",7874,441,2103
37183052401,"Wake",3205,119,750
37183052404,"Wake",4177,314,1141
37183052406,"Wake",6413,411,1912
37183052407,"Wake",3831,238,1050
37183052408,"Wake",2923,208,950
37183052409,"Wake",4196,152,1012
37183052503,"Wake",6396,448,1619
37183052504,"Wake",5439,446,1442
37183052505,"Wake",4638,316,1271
37183052506,"Wake",2018,178,493
37183052507,"Wake",2803,233,827
37183052601,"Wake",3054,226,755
37183052602,"Wake",3723,373,983
37183052603,"Wake",2790,187,684
37183052701,"Wake",5702,559,1876
37183052704,"Wake",6673,755,2663
37183052705,"Wake",3799,407,1209
37183052706,"Wake",4439,484,1550
37183052707,"Wake",6417,713,2144
37183052801,"Wake",6120,600,1824
37183052802,"Wake",5704,622,1923
37183052803,"Wake",9464,1155,3691
37183052806,"Wake",13750,1444,5390
37183052807,"Wake",4388,373,1427
37183052808,"Wake",9146,888,2918
37183052809,"Wake",2594,273,885
37183052901,"Wake",2871,236,868
37183052902,"Wake",5508,447,1614
37183052903,"Wake",2914,231,837
37183052904,"Wake",7260,618,2273
37183053003,"Wake",5465,290,1296
37183053004,"Wake",2611,220,645
37183053005,"Wake",4980,364,1260
37183053006,"Wake",3143,224,824
37183053007,"Wake",2866,221,720
37183053008,"Wake",7799,515,2059
37183053009,"Wake",7235,673,2294
37183053105,"Wake",3526,321,1076
37183053106,"Wake",2895,328,927
37183053107,"Wake",8267,745,2547
37183053108,"Wake",6473,518,1955
37183053109,"Wake",7887,600,2272
37183053110,"Wake",5523,448,1685
37183053111,"Wake",5312,410,1552
37183053201,"Wake",10377,654,2844
37183053202,"Wake",4234,301,1139
37183053203,"Wake",6736,384,1839
37183053204,"Wake",4383,329,1342
37183053205,"Wake",1707,127,494
37183053206,"Wake",4397,308,1293
37183053207,"Wake",6663,420,1873
37183053405,"Wake",4603,350,1183
37183053408,"Wake",3885,234,937
37183053409,"Wake",6677,388,1636
37183053410,"Wake",4567,252,1028
37183053411,"Wake",6355,350,1551
37183053412,"Wake",6046,351,1518
37183053413,"Wake",4853,335,1287
37183053414,"Wake",8709,532,2404
37183053415,"Wake",3085,216,824
37183053416,"Wake",5267,332,1380
37183053417,"Wake",2439,186,696
37183053418,"Wake",5350,359,1424
37183053419,"Wake",2758,177,723
37183053420,"Wake",6018,422,1764
37183053421,"Wake",4946,337,1316
37183053422,"Wake",2456,150,614
37183053423,"Wake",2167,133,557
37183053424,"Wake",4528,322,1092
37183053425,"Wake",2772,175,621
37183053505,"Wake",3610,289,939
37183053506,"Wake",5479,483,1370
37183053507,"Wake",3603,390,1002
37183053509,"Wake",4896,382,1205
37183053512,"Wake",6392,365,1586
37183053513,"Wake",3963,302,1185
37183053516,"Wake",3490,266,1020
37183053517,"Wake",4672,440,1594
37183053518,"Wake",3653,278,987
37183053519,"Wake",4201,345,1278
37183053520,"Wake",5230,340,1481
37183053521,"Wake",3079,247,764
37183053522,"Wake",4825,251,1125
37183053523,"Wake",5560,379,1446
37183053524,"Wake",3217,203,805
37183053525,"Wake",2413,143,625
37183053601,"Wake",5351,231,1237
37183053602,"Wake",5009,291,1138
37183053603,"Wake",3728,250,843
37183053604,"Wake",4071,281,937
37183053605,"Wake",1829,140,460
37183053606,"Wake",2595,164,673
37183053607,"Wake",7322,418,1685
37183053608,"Wake",2514,131,566
37183053609,"Wake",746,53,219
37183053610,"Wake",8620,475,2224
37183053707,"Wake",6313,487,1793
37183053709,"Wake",6938,320,1832
37183053711,"Wake",5481,346,1393
37183053712,"Wake",2661,189,703
37183053713,"Wake",3588,180,987
37183053714,"Wake",4664,336,1246
37183053715,"Wake",3543,263,946
37183053716,"Wake",4137,303,1184
37183053717,"Wake",2782,134,727
37183053718,"Wake",3255,202,896
37183053719,"Wake",3790,201,975
37183053720,"Wake",4376,302,1147
37183053721,"Wake",3441,259,861
37183053722,"Wake",4961,422,1221
37183053723,"Wake",2872,285,779
37183053724,"Wake",5875,288,1463
37183053725,"Wake",5088,285,1359
37183053726,"Wake",3175,191,921
37183053803,"Wake",3737,262,972
37183053804,"Wake",3318,253,926
37183053805,"Wake",2060,159,540
37183053806,"Wake",3414,267,888
37183053807,"Wake",4028,303,1016
37183053808,"Wake",5449,420,1401
37183053900,"Wake",7605,601,2176
37183054001,"Wake",5518,486,1656
37183054004,"Wake",5123,492,1568
37183054006,"Wake",3467,330,1058
37183054007,"Wake",3673,280,1047
37183054008,"Wake",6256,570,2315
37183054011,"Wake",2850,217,741
37183054012,"Wake",3517,292,897
37183054013,"Wake",12070,797,3308
37183054014,"Wake",12342,1025,3999
37183054015,"Wake",2169,222,714
37183054016,"Wake",6083,408,1667
37183054017,"Wake",2912,204,842
37183054018,"Wake",2553,195,881
37183054104,"Wake",10699,921,3553
37183054105,"Wake",11713,938,3573
37183054106,"Wake",6953,689,2524
37183054108,"Wake",6531,621,2306
37183054109,"Wake",3186,281,985
37183054110,"Wake",8345,610,2604
37183054111,"Wake",2021,205,678
37183054112,"Wake",2931,279,988
37183054113,"Wake",2285,215,757
37183054114,"Wake",4737,417,1516
37183054115,"Wake",7742,651,2501
37183054203,"Wake",3447,259,935
37183054204,"Wake",4331,295,1222
37183054205,"Wake",4796,451,1497
37183054206,"Wake",4917,335,1367
37183054207,"Wake",8745,595,2344
37183054208,"Wake",6134,461,1736
37183054209,"Wake",8665,607,2522
37183054210,"Wake",7891,655,2368
37183054211,"Wake",8835,619,2457
37183054301,"Wake",5648,605,1819
37183054302,"Wake",6564,919,2462
37183054402,"Wake",5408,536,1753
37183054403,"Wake",3886,381,1283
37183054404,"Wake",5660,550,1840
37183054500,"Wake",7761,676,2608
37185950101,"Warren",2210,321,783
37185950102,"Warren",1352,192,482
37185950103,"Warren",2597,463,1122
37185950200,"Warren",6676,1015,2811
37185950300,"Warren",4414,941,2022
37185950400,"Warren",3723,630,1620
37187950100,"Washington",5069,888,2180
37187950200,"Washington",6623,1067,2776
37187950300,"Washington",1536,209,587
37189920100,"Watauga",4586,459,1413
37189920200,"Watauga",4044,470,1323
37189920300,"Watauga",2415,203,674
37189920400,"Watauga",8428,599,2343
37189920500,"Watauga",6660,187,1579
37189920601,"Watauga",5280,344,1447
37189920602,"Watauga",1392,122,392
37189920701,"Watauga",2158,188,635
37189920702,"Watauga",2928,252,823
37189920703,"Watauga",5742,506,1591
37189920800,"Watauga",2655,258,715
37189920900,"Watauga",4404,401,1286
37189921000,"Watauga",387,38,109
37191000101,"Wayne",7215,765,2677
37191000102,"Wayne",6586,560,2213
37191000200,"Wayne",3282,414,1218
37191000302,"Wayne",6162,826,2447
37191000303,"Wayne",6326,652,2347
37191000304,"Wayne",5198,614,1971
37191000401,"Wayne",5253,620,1928
37191000402,"Wayne",4448,561,1757
37191000500,"Wayne",2325,59,707
37191000601,"Wayne",4916,866,2296
37191000602,"Wayne",8980,1231,3862
37191000700,"Wayne",2599,463,1149
37191000800,"Wayne",2521,308,885
37191000901,"Wayne",5024,583,1915
37191000902,"Wayne",5665,884,2414
37191001000,"Wayne",4230,466,1498
37191001101,"Wayne",7820,782,2925
37191001102,"Wayne",3329,347,1159
37191001200,"Wayne",3641,568,1377
37191001301,"Wayne",6122,656,2137
37191001302,"Wayne",3334,414,1191
37191001400,"Wayne",6685,1224,3035
37191001500,"Wayne",2587,562,1273
37191001800,"Wayne",2822,571,1414
37191001900,"Wayne",4460,901,2106
37191002000,"Wayne",1093,240,545
37193960100,"Wilkes",7044,726,2494
37193960200,"Wilkes",3836,453,1489
37193960300,"Wilkes",6358,852,2645
37193960400,"Wilkes",7425,862,2837
37193960500,"Wilkes",3286,464,1351
37193960600,"Wilkes",2431,341,985
37193960700,"Wilkes",3525,508,1400
37193960801,"Wilkes",4307,496,1702
37193960802,"Wilkes",4453,535,1719
37193960900,"Wilkes",5144,690,2038
37193961001,"Wilkes",5140,571,1892
37193961002,"Wilkes",5241,561,1845
37193961100,"Wilkes",3979,502,1520
37193961200,"Wilkes",7171,804,2647
37195000100,"Wilson",3730,564,1690
37195000200,"Wilson",1301,289,730
37195000300,"Wilson",2366,486,1212
37195000400,"Wilson",8028,1197,3268
37195000501,"Wilson",3574,376,1137
37195000502,"Wilson",5151,557,1870
37195000600,"Wilson",7282,969,2964
37195000700,"Wilson",5755,1255,2901
37195000801,"Wilson",1862,485,1010
37195000802,"Wilson",3672,757,1862
37195000900,"Wilson",3716,435,1409
37195001000,"Wilson",1753,241,710
37195001100,"Wilson",1665,267,706
37195001200,"Wilson",4021,608,1709
37195001300,"Wilson",5587,744,2219
37195001400,"Wilson",8885,809,3146
37195001500,"Wilson",5495,605,2078
37195001600,"Wilson",3108,386,1219
37195001700,"Wilson",4283,536,1697
37197050101,"Yadkin",5600,616,1882
37197050102,"Yadkin",4066,460,1371
37197050200,"Yadkin",4528,548,1535
37197050300,"Yadkin",5964,806,2130
37197050400,"Yadkin",6729,801,2329
37197050501,"Yadkin",7130,799,2318
37197050502,"Yadkin",4389,492,1431
37199960101,"Yancey",3954,471,1345
37199960102,"Yancey",1917,269,727
37199960200,"Yancey",4624,569,1563
37199960300,"Yancey",3019,402,1054
37199960400,"Yancey",4304,470,1417
